Username,Estimate #,Customer Track,Created,Estimate Status,No. Windows,Group,Total Sq Ft,Subtotal,Deleted,Job Site #,Converted,Last Modified,quote created by ID,order created by ID,tech ID
RichardsonG,120955,7725,11/14/2014,Active,5,"Brighter Concepts, Ltd.",12.92,$400 ,0,1258,1,11/14/2014,RichardsonG,RichardsonG,RichardsonG
